couple_number	location	Protein1	Protein2	len1,aa	len2,aa	p_identity	n_identity	coord1	coord2	function	rec.id_1	rec.id_2	assembly_id
1	10	SBT60906.1	SBT60968.1	182	182	0.9835164835164835	0.97632058287796	1565077	1627918	Galactoside O-acetyltransferase	LT575468.1	LT575468.1
2	10	SBT60916.1	SBT60954.1	246	246	0.975609756097561	0.9892037786774629	1575529	1615158	Uncharacterised protein	LT575468.1	LT575468.1
3	10	SBT60918.1	SBT60941.1	78	78	0.9743589743589743	0.9831223628691983	1576731	1600952	splicing factor, CC1-like family	LT575468.1	LT575468.1
4	10	SBT60925.1	SBT60944.1	220	217	0.9409090909090909	0.9441930618401206	1582742	1606089	Uncharacterised protein	LT575468.1	LT575468.1
5	10	SBT60190.1	SBT61301.1	137	137	0.8832116788321168	0.8285024154589372	691804	1986814	precorrin 3B synthase CobZ	LT575468.1	LT575468.1
6	10	SBT60276.1	SBT61935.1	711	711	0.8129395218002813	0.8188202247191011	801480	2707614	Lysine decarboxylase, inducible	LT575468.1	LT575468.1
7	10	SBT60761.1	SBT61997.1	454	448	0.7312775330396476	0.7472527472527473	1392098	2777867	Arginine/agmatine antiporter	LT575468.1	LT575468.1
8	10	SBT59856.1	SBT62234.1	394	394	0.9974619289340102	0.9924050632911392	306056	3068612	P-43	LT575468.1	LT575468.1
9	10	SBT59705.1	SBT62467.1	455	441	0.7318681318681318	0.7690058479532164	133303	3372489	Putrescine transport protein	LT575468.1	LT575468.1
10	10	AMA45397.1	AMA45403.1	158	158	0.9873417721518988	0.9811320754716981	1579665	1587295	aromatic-ring-hydroxylating dioxygenase	CP013997.1	CP013997.1
11	10	AMA45398.1	AMA45402.1	427	427	0.9953161592505855	0.9875389408099688	1580141	1586012	Rieske (2Fe-2S) protein	CP013997.1	CP013997.1
12	10	AMA45835.1	AMA46029.1	435	449	0.77728285077951	0.8148148148148148	2165248	2467011	porin	CP013997.1	CP013997.1
13	10	AMA44218.1	AMA46043.1	524	523	0.7309160305343512	0.806984126984127	118956	2490417	ketoglutarate semialdehyde dehydrogenase	CP013997.1	CP013997.1
14	10	AMA44335.1	AMA46074.1	459	458	0.8082788671023965	0.8210144927536231	258236	2523211	serine dehydratase	CP013997.1	CP013997.1
15	10	AMA45378.1	AMA46181.1	146	146	0.9657534246575342	0.9841269841269841	1553738	2661740	transposase	CP013997.1	CP013997.1
16	10	AMA45377.1	AMA46182.1	126	126	0.9444444444444444	0.9763779527559056	1553322	2662216	transposase	CP013997.1	CP013997.1
17	10	AMA45436.1	AMA46231.1	147	147	0.8707482993197279	0.9054054054054054	1624437	2728857	structural protein P5	CP013997.1	CP013997.1
18	10	AMA45423.1	AMA46255.1	123	123	0.8536585365853658	0.8198924731182796	1607004	2756178	chemotaxis protein	CP013997.1	CP013997.1
19	10	AMA47820.1	AMA46468.1	801	791	0.9725343320848939	0.969243557772236	1775016	3063513	phosphoenolpyruvate synthase	CP013997.1	CP013997.1
20	10	AMA44306.1	AMA46817.1	360	358	0.7611111111111111	0.7802400738688827	224402	3516044	dTDP-glucose 4,6-dehydratase	CP013997.1	CP013997.1
21	10	AMA45363.1	AMA46943.1	70	69	0.7857142857142857	0.8215962441314554	1526369	3684978	DNA-binding protein	CP013997.1	CP013997.1
22	10	AMA45560.1	AMA47233.1	498	497	0.8674698795180723	0.8316633266533067	1771872	4044721	methylmalonate-semialdehyde dehydrogenase	CP013997.1	CP013997.1
23	10	CEK09263.1	CEK09268.1	276	276	0.9927536231884058	0.9951865222623345	137301	141708	Two component transcriptional regulator, LuxR family	LN681225.1	LN681225.1
24	10	CEK09429.1	CEK09441.1	396	396	1.0	0.9958018471872376	319008	335247	Elongation factor Tu	LN681225.1	LN681225.1
25	10	CEK10740.1	CEK11813.1	75	75	0.9466666666666667	0.956140350877193	1773961	2952581	conserved protein of unknown function	LN681225.1	LN681225.1
26	10	CEK11599.1	CEK11604.1	249	249	1.0	1.0	2730342	2736320	conserved exported protein of unknown function	LN681225.1	LN681225.1
