couple_number	location	Protein1	Protein2	len1,aa	len2,aa	p_identity	n_identity	coord1	coord2	function	rec.id_1	rec.id_2	assembly_id
1	1	AYF13754.1	AYF16750.1	52	52	1.0	1.0	25517	3346392	hypothetical protein	CP023472.1	CP023472.1
2	1	AYF13755.1	AYF16749.1	51	51	1.0	1.0	27995	3343918	hypothetical protein	CP023472.1	CP023472.1
3	1	AYF13849.1	AYF13984.1	394	394	1.0	0.9881856540084388	138262	310146	Translation elongation factor Tu	CP023472.1	CP023472.1
4	1	AYF14401.1	AYF14508.1	378	378	1.0	0.9929639401934917	797255	909662	Flagellin protein FlaD	CP023472.1	CP023472.1
5	1	AYF15386.1	AYF16159.1	301	306	0.9673202614379085	0.9761129207383279	1878450	2682862	Mobile element protein	CP023472.1	CP023472.1
6	1	AYF15450.1	AYF15553.1	94	94	0.9574468085106383	0.9614035087719298	1941795	2013639	hypothetical protein	CP023472.1	CP023472.1
7	1	AYF15458.1	AYF15523.1	155	155	0.9806451612903225	0.9871794871794872	1947014	1993120	hypothetical protein	CP023472.1	CP023472.1
8	1	AYF15479.1	AYF15589.1	54	54	1.0	1.0	1960168	2044759	hypothetical protein	CP023472.1	CP023472.1
9	1	AYF15481.1	AYF15590.1	255	255	1.0	1.0	1961873	2045351	hypothetical protein	CP023472.1	CP023472.1
10	0	AYF16722.1	AYF16882.1	203	207	0.7777777777777778	0.780448717948718	3305492	73159	hypothetical protein	CP023472.1	CP023473.1
11	0	AYF16470.1	AYF17017.1	183	183	0.7595628415300546	0.7663043478260869	3048041	222846	Protein ytfJ precursor	CP023472.1	CP023473.1
12	0	AYF13912.1	AYF17080.1	547	532	0.7787934186471663	0.7773722627737226	229931	285625	Heat shock protein 60 family chaperone GroEL	CP023472.1	CP023473.1
13	0	AYF15513.1	AYF17101.1	119	118	0.7394957983193278	0.7305555555555555	1984652	313802	Glyoxalase family protein	CP023472.1	CP023473.1
14	0	AYF14999.1	AYF17205.1	70	70	0.7428571428571429	0.8075117370892019	1451335	425491	Cold shock protein CspG	CP023472.1	CP023473.1
15	0	AYF14155.1	AYF17290.1	664	663	0.9548192771084337	0.9283208020050125	509947	516399	Transketolase	CP023472.1	CP023473.1
16	0	AYF15549.1	AYF17466.1	166	168	0.8511904761904762	0.7731755424063116	2010883	735329	Peptide deformylase	CP023472.1	CP023473.1
17	0	AYF14576.1	AYF17477.1	308	289	0.724025974025974	0.7281553398058253	984992	745221	Acetyl-coenzyme A carboxyl transferase beta chain	CP023472.1	CP023473.1
18	0	AYF16068.1	AYF17600.1	320	338	0.7248520710059172	0.7325467059980334	2584179	886205	UDP-glucose 4-epimerase GalE	CP023472.1	CP023473.1
19	0	AYF15415.1	AYF17697.1	284	286	0.7552447552447552	0.7491289198606271	1916673	1008412	hypothetical protein	CP023472.1	CP023473.1
20	0	AYF16099.1	AYF18114.1	239	236	0.7112970711297071	0.7694444444444445	2620374	1484997	Purine nucleoside phosphorylase	CP023472.1	CP023473.1
21	1	ARN64541.1	ARN67380.1	158	158	0.9936708860759493	0.9937106918238994	31162	3198430	Mobile element protein	CP015512.1	CP015512.1
22	1	ARN65254.1	ARN66625.1	377	377	0.9946949602122016	0.9920634920634921	808688	2333398	Flagellin protein FlaD	CP015512.1	CP015512.1
23	1	ARN66002.1	ARN66121.1	514	514	0.9922178988326849	0.9637540453074434	1667909	1755708	Putative replication protein	CP015512.1	CP015512.1
24	1	ARN66003.1	ARN66122.1	83	82	0.963855421686747	0.9523809523809523	1669450	1757252	hypothetical protein	CP015512.1	CP015512.1
25	1	ARN66004.1	ARN66123.1	78	78	0.9871794871794872	0.9789029535864979	1669694	1757493	hypothetical protein	CP015512.1	CP015512.1
26	1	ARN66005.1	ARN66124.1	402	402	0.9950248756218906	0.9925558312655087	1670205	1758004	Integrase	CP015512.1	CP015512.1
27	1	ARN66031.1	ARN66110.1	135	135	0.9851851851851852	0.9926470588235294	1690332	1740988	hypothetical protein	CP015512.1	CP015512.1
28	1	ARN66035.1	ARN66070.1	151	151	0.9735099337748344	0.9605263157894737	1693178	1713669	hypothetical protein	CP015512.1	CP015512.1
29	1	ARN66048.1	ARN66093.1	53	53	1.0	1.0	1700464	1730152	hypothetical protein	CP015512.1	CP015512.1
30	1	ARN66081.1	ARN66085.1	116	116	1.0	1.0	1722685	1725276	hypothetical protein	CP015512.1	CP015512.1
31	1	ARN67142.1	ARN67270.1	394	394	0.9974619289340102	0.9940928270042194	2924939	3065205	Translation elongation factor Tu	CP015512.1	CP015512.1
32	0	ARN66811.1	ARN67776.1	239	236	0.7280334728033473	0.7583333333333333	2531323	418642	Purine nucleoside phosphorylase	CP015512.1	CP015513.1
33	0	ARN65765.1	ARN68380.1	70	70	0.7857142857142857	0.8169014084507042	1387874	1129367	Cold shock protein CspA	CP015512.1	CP015513.1
34	0	ARN67271.1	ARN68392.1	515	515	1.0	1.0	3066837	1141538	Mobile element protein	CP015512.1	CP015513.1
35	0	ARN67272.1	ARN68393.1	1209	1209	1.0	1.0	3068387	1143088	Cell division protein FtsK	CP015512.1	CP015513.1
36	0	ARN67276.1	ARN68408.1	107	107	1.0	1.0	3075531	1160598	hypothetical protein	CP015512.1	CP015513.1
37	0	ARN67278.1	ARN68410.1	627	627	1.0	1.0	3076308	1161375	VgrG protein	CP015512.1	CP015513.1
38	0	ARN66984.1	ARN68443.1	664	663	0.9713855421686747	0.9318295739348371	2733054	1199622	Transketolase	CP015512.1	CP015513.1
